timestamp,value
2025-03-22 13:15:46,5811826688.0
2025-03-22 13:15:46,10723328.0
2025-03-22 13:15:46,1233154048.0
2025-03-22 13:15:46,8540160.0
2025-03-22 13:15:46,19099648.0
2025-03-22 13:15:46,6926336.0
2025-03-22 13:15:46,643072.0
2025-03-22 13:15:46,1744896.0
2025-03-22 13:15:46,3690496.0
2025-03-22 13:15:46,25423872.0
2025-03-22 13:15:46,81371136.0
2025-03-22 13:15:46,483328.0
2025-03-22 13:15:46,10436608.0
2025-03-22 13:15:46,7147520.0
2025-03-22 13:15:46,5001216.0
2025-03-22 13:15:46,172032.0
2025-03-22 13:15:46,100958208.0
2025-03-22 13:15:46,124354560.0
2025-03-22 13:15:46,0.0
2025-03-22 13:15:46,7245824.0
2025-03-22 13:15:46,11993088.0
2025-03-22 13:15:46,1376256.0
2025-03-22 13:15:46,445087744.0
2025-03-22 13:15:46,8531968.0
2025-03-22 13:15:46,2605056.0
2025-03-22 13:15:46,4333568.0
2025-03-22 13:15:46,704512.0
2025-03-22 13:15:46,76775424.0
2025-03-22 13:15:46,0.0
2025-03-22 13:15:46,8192.0
2025-03-22 13:15:46,1400832.0
2025-03-22 13:15:46,0.0
2025-03-22 13:15:46,225280.0
2025-03-22 13:15:46,94208.0
2025-03-22 13:15:46,1196032.0
2025-03-22 13:15:46,18104320.0
2025-03-22 13:15:46,3727360.0
2025-03-22 13:15:46,1507328.0
2025-03-22 13:15:46,8773632.0
2025-03-22 13:15:46,1626112.0
2025-03-22 13:15:46,47083520.0
2025-03-22 13:15:46,0.0
2025-03-22 13:15:46,9621504.0
2025-03-22 13:15:46,11493376.0
2025-03-22 13:15:46,4751360.0
2025-03-22 13:15:46,5955584.0
2025-03-22 13:15:46,4482424832.0
2025-03-22 13:15:46,4067160064.0
2025-03-22 13:15:46,8417280.0
2025-03-22 13:15:46,4324016128.0
2025-03-22 13:15:46,2814287872.0
2025-03-22 13:15:46,2420736.0
2025-03-22 13:15:46,19759104.0
2025-03-22 13:15:46,929792.0
2025-03-22 13:15:46,354594816.0
2025-03-22 13:15:46,11681792.0
2025-03-22 13:15:46,11644928.0
2025-03-22 13:15:46,4096.0
2025-03-22 13:15:46,987136.0
2025-03-22 13:15:46,9236480.0
2025-03-22 13:15:46,9252864.0
2025-03-22 13:15:46,25374720.0
2025-03-22 13:15:46,999424.0
2025-03-22 13:15:46,4173824.0
2025-03-22 13:15:46,684032.0
2025-03-22 13:15:46,4096.0
2025-03-22 13:15:46,2248323072.0
2025-03-22 13:15:46,15998976.0
2025-03-22 13:15:46,12992512.0
2025-03-22 13:15:46,10792960.0
2025-03-22 13:15:46,28946432.0
2025-03-22 13:15:46,28909568.0
2025-03-22 13:15:46,3727360.0
2025-03-22 13:15:46,1472892928.0
2025-03-22 13:15:46,136896512.0
2025-03-22 13:15:46,1175552.0
2025-03-22 13:15:46,1540096.0
2025-03-22 13:15:46,6373376.0
2025-03-22 13:15:46,1032192.0
2025-03-22 13:15:46,1425408.0
2025-03-22 13:15:46,966656.0
2025-03-22 13:15:46,1064960.0
2025-03-22 13:15:46,2777088.0
2025-03-22 13:15:46,24629248.0
2025-03-22 13:15:46,954368.0
2025-03-22 13:15:46,5967872.0
2025-03-22 13:15:46,1830912.0
2025-03-22 13:15:46,4276224.0
2025-03-22 13:15:46,5853184.0
2025-03-22 13:15:46,6840320.0
2025-03-22 13:15:46,6991872.0
2025-03-22 13:15:46,4485120.0
2025-03-22 13:15:46,1064960.0
2025-03-22 13:15:46,860160.0
2025-03-22 13:15:46,2519040.0
2025-03-22 13:15:46,1310720.0
2025-03-22 13:15:46,1630208.0
2025-03-22 13:15:46,6410240.0
2025-03-22 13:15:46,34295808.0
2025-03-22 13:15:46,299020288.0
2025-03-22 13:15:46,2879488.0
2025-03-22 13:15:46,4796416.0
2025-03-22 13:15:46,157536256.0
2025-03-22 13:15:46,421576704.0
2025-03-22 13:15:46,4931584.0
2025-03-22 13:15:46,4493312.0
2025-03-22 13:15:46,1576960.0
2025-03-22 13:15:46,802816.0
2025-03-22 13:15:46,4190208.0
